tweet_text	label_text	cleaned_text_bert	cleaned_text_bertweet
Meet MARIA. IRMA's big sister. Still not convinced climate change is real. Denial is NOT a river in EGYPT.‚Ä¶ https://t.co/RedXw2EYBp	not_humanitarian	Meet MARIA. IRMA's big sister. Still not convinced climate change is real. Denial is NOT a river in EGYPT....	Meet MARIA. IRMA's big sister. Still not convinced climate change is real. Denial is NOT a river in EGYPT.... https://t.co/RedXw2EYBp
RT @nbc6: Babies in Puerto Rico with heart defects undergo surgery in Miami | @darrylnbc6 https://t.co/aTjcvkdgIP https://t.co/quZIO1OFeF	not_humanitarian	Babies in Puerto Rico with heart defects undergo surgery in Miami |	Babies in Puerto Rico with heart defects undergo surgery in Miami | @darrylnbc6 https://t.co/aTjcvkdgIP https://t.co/quZIO1OFeF
The Wall Street Journal | WSJ Opinion : Puerto Ricoâ€™s churches canâ€™t solve... https://t.co/YFTWbCAhOd https://t.co/B2dGEYPg9U	not_humanitarian	The Wall Street Journal | WSJ Opinion : Puerto Rico's churches can't solve...	The Wall Street Journal | WSJ Opinion : Puerto Rico's churches can't solve... https://t.co/YFTWbCAhOd https://t.co/B2dGEYPg9U
T.I. is not here for Joel Osteen's excuses about Hurricane Harvey: https://t.co/GH0tqGAQ31 https://t.co/RdPmYFWiJQ	not_humanitarian	T.I. is not here for Joel Osteen's excuses about Hurricane Harvey:	T.I. is not here for Joel Osteen's excuses about Hurricane Harvey: https://t.co/GH0tqGAQ31 https://t.co/RdPmYFWiJQ
Post-Hurricane #Harvey recovery resources collected by @TexasSeaGrant: https://t.co/yDss8cHtVV https://t.co/j1X1lbwZN0	other_relevant_information	Post-Hurricane Harvey recovery resources collected by :	Post-Hurricane #Harvey recovery resources collected by @TexasSeaGrant: https://t.co/yDss8cHtVV https://t.co/j1X1lbwZN0
Sh*t Happened 9/18/17: Bucs win, humanity losing in a general sense https://t.co/LEuIMOfBKv https://t.co/Qy91ZSs5CU	not_humanitarian	Sh*t Happened 9/18/17: Bucs win, humanity losing in a general sense	Sh*t Happened 9/18/17: Bucs win, humanity losing in a general sense https://t.co/LEuIMOfBKv https://t.co/Qy91ZSs5CU
Irma was a BEAST, but this sale is a BEAUTY!! https://t.co/BLM8KEpkKE	not_humanitarian	Irma was a BEAST, but this sale is a BEAUTY!!	Irma was a BEAST, but this sale is a BEAUTY!! https://t.co/BLM8KEpkKE
RT @hfkartwork: siren tests -everytime i hear them i think TORNADO -scary noises honestly https://t.co/IpF5Ufr6Nu	not_humanitarian	siren tests -everytime i hear them i think TORNADO -scary noises honestly	siren tests -everytime i hear them i think TORNADO -scary noises honestly https://t.co/IpF5Ufr6Nu
Summertime before Irma...@louisehillphoto https://t.co/msWS8yL0Dd #fineartamerica #summerclouds #parkview… https://t.co/bTXpAWhSyp	not_humanitarian	Summertime before Irma... fineartamerica summerclouds parkview...	Summertime before Irma...@louisehillphoto https://t.co/msWS8yL0Dd #fineartamerica #summerclouds #parkview... https://t.co/bTXpAWhSyp
RT @ms_rechell: Stiletto...In Texas it's more than a shoe it's an attitude @Flotus #Harvey #TexasStrong https://t.co/4nCWygEdmk	not_humanitarian	Stiletto...In Texas it's more than a shoe it's an attitude Harvey TexasStrong	Stiletto...In Texas it's more than a shoe it's an attitude @Flotus #Harvey #TexasStrong https://t.co/4nCWygEdmk
Hurricane Irma relief: @IRSnews &amp; @USDOL guidance for #businesses and taxpayers - https://t.co/Yvr82lDlDq https://t.co/87pJh8VDBU	other_relevant_information	Hurricane Irma relief: & guidance for businesses and taxpayers -	Hurricane Irma relief: @IRSnews & @USDOL guidance for #businesses and taxpayers - https://t.co/Yvr82lDlDq https://t.co/87pJh8VDBU
Criminal complaint over #EnriqueRebsamen schoolâ€™s collapse. #MexicoEarthquake #corruption https://t.co/cijQeNglLL https://t.co/dIQOooLWEZ	not_humanitarian	Criminal complaint over EnriqueRebsamen school's collapse. MexicoEarthquake corruption	Criminal complaint over #EnriqueRebsamen school's collapse. #MexicoEarthquake #corruption https://t.co/cijQeNglLL https://t.co/dIQOooLWEZ
Great article about the need for resilient micro-grids...they just need to be hardened against ALL HAZARDS (&amp; EMP)‚Ä¶ https://t.co/xigSIGcdIS	not_humanitarian	Great article about the need for resilient micro-grids...they just need to be hardened against ALL HAZARDS (& EMP)...	Great article about the need for resilient micro-grids...they just need to be hardened against ALL HAZARDS (& EMP)... https://t.co/xigSIGcdIS
Curse you #Harvey https://t.co/BODsolyjLf	not_humanitarian	Curse you Harvey	Curse you #Harvey https://t.co/BODsolyjLf
#SMB -know #emplaw on paying employees during #hurricane differs based on #exempt status? https://t.co/w9FYPPWJ0M… https://t.co/58uhK1rP4b	other_relevant_information	SMB -know emplaw on paying employees during hurricane differs based on exempt status?	#SMB -know #emplaw on paying employees during #hurricane differs based on #exempt status? https://t.co/w9FYPPWJ0M... https://t.co/58uhK1rP4b
Local volunteers staff busy Hurricane Irma Information Line at 800-955-5504. https://t.co/7aXi10fU0l #KeysRecovery https://t.co/R2Vc1Tz6si	rescue_volunteering_or_donation_effort	Local volunteers staff busy Hurricane Irma Information Line at 800-955-5504. KeysRecovery	Local volunteers staff busy Hurricane Irma Information Line at 800-955-5504. https://t.co/7aXi10fU0l #KeysRecovery https://t.co/R2Vc1Tz6si
RT @PecosHank: Herbivorous #tornado posing for chasers near Chester #oklahoma on 5-18-17. https://t.co/gFhbvyuJLR	other_relevant_information	Herbivorous tornado posing for chasers near Chester oklahoma on 5-18-17.	Herbivorous #tornado posing for chasers near Chester #oklahoma on 5-18-17. https://t.co/gFhbvyuJLR
FEMA insurance chief: Harvey losses could top $11 billion https://t.co/BByoY27PC6 https://t.co/nYKArDbHcg	infrastructure_and_utility_damage	FEMA insurance chief: Harvey losses could top $11 billion	FEMA insurance chief: Harvey losses could top $11 billion https://t.co/BByoY27PC6 https://t.co/nYKArDbHcg
This house was lifted off its stilts and moved across the street by #hurricanemaria #dominica https://t.co/Oipxyhp5gj	infrastructure_and_utility_damage	This house was lifted off its stilts and moved across the street by hurricanemaria dominica	This house was lifted off its stilts and moved across the street by #hurricanemaria #dominica https://t.co/Oipxyhp5gj
Puerto Rican migration could impact Orlando jobs, economy https://t.co/dCQbbmCUjY #HurricaneMaria #OrlandoJobs https://t.co/5CrrwlqsGa	not_humanitarian	Puerto Rican migration could impact Orlando jobs, economy HurricaneMaria OrlandoJobs	Puerto Rican migration could impact Orlando jobs, economy https://t.co/dCQbbmCUjY #HurricaneMaria #OrlandoJobs https://t.co/5CrrwlqsGa
Dallas Prepares for Thousands of Hurricane Harvey Evacuees Black Voice News https://t.co/TyfvDX6RaS https://t.co/ANplZNv6mS	rescue_volunteering_or_donation_effort	Dallas Prepares for Thousands of Hurricane Harvey Evacuees Black Voice News	Dallas Prepares for Thousands of Hurricane Harvey Evacuees Black Voice News https://t.co/TyfvDX6RaS https://t.co/ANplZNv6mS
RT @HellerWeather: Eye in Hurricane #Maria.165 mph winds in the eyewall, headed toward St. Croix &amp; Puerto Rico. https://t.co/MhB0CmavfQ	other_relevant_information	Eye in Hurricane Maria.165 mph winds in the eyewall, headed toward St. Croix & Puerto Rico.	Eye in Hurricane #Maria.165 mph winds in the eyewall, headed toward St. Croix & Puerto Rico. https://t.co/MhB0CmavfQ
SoCal Residents Who Survived Mexico Earthquake Arrive to LAX and Tell TheirÂ Stories https://t.co/zAe42ZmjdS https://t.co/VlNfSPYksd	not_humanitarian	SoCal Residents Who Survived Mexico Earthquake Arrive to LAX and Tell Their Stories	SoCal Residents Who Survived Mexico Earthquake Arrive to LAX and Tell Their Stories https://t.co/zAe42ZmjdS https://t.co/VlNfSPYksd
#PuertoRico needs 'unprecedented' #Aid for #HurricaneMaria #Recovery, says oversight board https://t.co/Vt6acGZwQF https://t.co/bjJuF833f9	rescue_volunteering_or_donation_effort	PuertoRico needs 'unprecedented' Aid for HurricaneMaria Recovery, says oversight board	#PuertoRico needs 'unprecedented' #Aid for #HurricaneMaria #Recovery, says oversight board https://t.co/Vt6acGZwQF https://t.co/bjJuF833f9
Sine Mora v1.31 Apk Download https://t.co/cuARX2by6p https://t.co/0EfJx4oIUB	not_humanitarian	Sine Mora v1.31 Apk Download	Sine Mora v1.31 Apk Download https://t.co/cuARX2by6p https://t.co/0EfJx4oIUB
FIRST ALERT: Another Tornado Warning has been issued. Moving NW 55 mph. Seek safe shelter now! #chswx https://t.co/Pxj4Ub0h9U	other_relevant_information	FIRST ALERT: Another Tornado Warning has been issued. Moving NW 55 mph. Seek safe shelter now! chswx	FIRST ALERT: Another Tornado Warning has been issued. Moving NW 55 mph. Seek safe shelter now! #chswx https://t.co/Pxj4Ub0h9U
Irma's effect on the Boca real estate market https://t.co/ogv8HYOLgX Important info from my friend Nancy Hack https://t.co/0xzooT9nbM	not_humanitarian	Irma's effect on the Boca real estate market Important info from my friend Nancy Hack	Irma's effect on the Boca real estate market https://t.co/ogv8HYOLgX Important info from my friend Nancy Hack https://t.co/0xzooT9nbM
RT @NWSKeyWest: We keep talking about it, this is why #Irma's surge threat is the real deal. #FLkeys https://t.co/zAFj319pGu	other_relevant_information	We keep talking about it, this is why Irma's surge threat is the real deal. FLkeys	We keep talking about it, this is why #Irma's surge threat is the real deal. #FLkeys https://t.co/zAFj319pGu
RT @ReutersPolitics: House committee postpones hearing on Puerto Rico https://t.co/akYHv4eBL0 https://t.co/dYKBGuoErp	not_humanitarian	House committee postpones hearing on Puerto Rico	House committee postpones hearing on Puerto Rico https://t.co/akYHv4eBL0 https://t.co/dYKBGuoErp
RT @abc27: WATCH WTXL News at 6 for updates on Hurricane Irma's destructive path https://t.co/aNm4GGsqHu	other_relevant_information	WATCH WTXL News at 6 for updates on Hurricane Irma's destructive path	WATCH WTXL News at 6 for updates on Hurricane Irma's destructive path https://t.co/aNm4GGsqHu
Amid Harvey Flooding, Hospitals Offer ‘Islands of Humanity’ - WSJ https://t.co/lBLOsZjtOr https://t.co/wQMfZOQQGN	rescue_volunteering_or_donation_effort	Amid Harvey Flooding, Hospitals Offer 'Islands of Humanity' - WSJ	Amid Harvey Flooding, Hospitals Offer 'Islands of Humanity' - WSJ https://t.co/lBLOsZjtOr https://t.co/wQMfZOQQGN
No, An Undocumented Immigrant Did Not Start The Deadly Northern California Wildfires https://t.co/3QgvbQTlsp https://t.co/b6q9LkHLTE	other_relevant_information	No, An Undocumented Immigrant Did Not Start The Deadly Northern California Wildfires	No, An Undocumented Immigrant Did Not Start The Deadly Northern California Wildfires https://t.co/3QgvbQTlsp https://t.co/b6q9LkHLTE
RT @africanviews: The damaged house in Iran following Sunday earthquake measuring 7.3 magnitude https://t.co/TJIG2hQ7qy	infrastructure_and_utility_damage	The damaged house in Iran following Sunday earthquake measuring 7.3 magnitude	The damaged house in Iran following Sunday earthquake measuring 7.3 magnitude https://t.co/TJIG2hQ7qy
Blink 182â€™s Mark Hoppusâ€™ Hurricane Harvey Benefit For DogsÂ Impacted https://t.co/dd31kEnJda https://t.co/jVnXzmYKLU	not_humanitarian	Blink 182's Mark Hoppus' Hurricane Harvey Benefit For Dogs Impacted	Blink 182's Mark Hoppus' Hurricane Harvey Benefit For Dogs Impacted https://t.co/dd31kEnJda https://t.co/jVnXzmYKLU
Trump says Puerto Rico won't be an easy fix https://t.co/ROuFBj70GI https://t.co/OzkKY15iet	not_humanitarian	Trump says Puerto Rico won't be an easy fix	Trump says Puerto Rico won't be an easy fix https://t.co/ROuFBj70GI https://t.co/OzkKY15iet
Trump tweets by topic Aug 23rd-&gt;today. https://t.co/DuAb9y6dPu https://t.co/yilKHnaRfS	not_humanitarian	Trump tweets by topic Aug 23rd->today.	Trump tweets by topic Aug 23rd->today. https://t.co/DuAb9y6dPu https://t.co/yilKHnaRfS
Back from IRMA, no power! NIKE Sale https://t.co/dABdkBsHcs? #soccer #baseball #golf #tennis #basketball #rugby‚Ä¶ https://t.co/r6zWOpuoaO	not_humanitarian	Back from IRMA, no power! NIKE Sale soccer baseball golf tennis basketball rugby...	Back from IRMA, no power! NIKE Sale https://t.co/dABdkBsHcs? #soccer #baseball #golf #tennis #basketball #rugby... https://t.co/r6zWOpuoaO
Definitely in the top 10, maybe top 5 songs of my Irma playlist https://t.co/On9ZPVImCY	not_humanitarian	Definitely in the top 10, maybe top 5 songs of my Irma playlist	Definitely in the top 10, maybe top 5 songs of my Irma playlist https://t.co/On9ZPVImCY
Gears Pro Circuit Delays Mexico City Event, Donates to Earthquake Relief Effort https://t.co/TlUfPKQv5G https://t.co/0A4KbF4hwO	not_humanitarian	Gears Pro Circuit Delays Mexico City Event, Donates to Earthquake Relief Effort	Gears Pro Circuit Delays Mexico City Event, Donates to Earthquake Relief Effort https://t.co/TlUfPKQv5G https://t.co/0A4KbF4hwO
Lost dog Crash Mora in Clermont, FL US (34711) #lostdog https://t.co/LCLUzhsJEz https://t.co/qD6ukh6r4P	not_humanitarian	Lost dog Crash Mora in Clermont, FL US (34711) lostdog	Lost dog Crash Mora in Clermont, FL US (34711) #lostdog https://t.co/LCLUzhsJEz https://t.co/qD6ukh6r4P
Pedal cars, the pope and Irma's power ‚Äì today's unmissable photos https://t.co/0plfUSk1M3 https://t.co/MLzbH1F4HU	not_humanitarian	Pedal cars, the pope and Irma's power – today's unmissable photos	Pedal cars, the pope and Irma's power – today's unmissable photos https://t.co/0plfUSk1M3 https://t.co/MLzbH1F4HU
RT @wtocjamie: You sneaky so and so! #Maria restrengthens to hurricane status. https://t.co/9V0pZPKdP2	other_relevant_information	You sneaky so and so! Maria restrengthens to hurricane status.	You sneaky so and so! #Maria restrengthens to hurricane status. https://t.co/9V0pZPKdP2
Hurricane Maria is 45's Katrina. Will his condescending attitude and slow response contribute to the lost of life? https://t.co/IdYy2zxT2s	other_relevant_information	Hurricane Maria is 45's Katrina. Will his condescending attitude and slow response contribute to the lost of life?	Hurricane Maria is 45's Katrina. Will his condescending attitude and slow response contribute to the lost of life? https://t.co/IdYy2zxT2s
Crews haul away remnants of Puerto Rican homes in trash https://t.co/rUt6hZvkG1 #SocialMedia https://t.co/B7AeqMsmbx	infrastructure_and_utility_damage	Crews haul away remnants of Puerto Rican homes in trash SocialMedia	Crews haul away remnants of Puerto Rican homes in trash https://t.co/rUt6hZvkG1 #SocialMedia https://t.co/B7AeqMsmbx
A little face painting at media elm #jnj @donateaphoto #MediaPa #HurricaneHarvey https://t.co/FCjhQ443dh https://t.co/ZYP3JsIVGj	not_humanitarian	A little face painting at media elm jnj MediaPa HurricaneHarvey	A little face painting at media elm #jnj @donateaphoto #MediaPa #HurricaneHarvey https://t.co/FCjhQ443dh https://t.co/ZYP3JsIVGj
RT: Fred Bentler: https://t.co/AfwpXQRTxx https://t.co/HmgJWKzYKx	not_humanitarian	RT: Fred Bentler:	RT: Fred Bentler: https://t.co/AfwpXQRTxx https://t.co/HmgJWKzYKx
@usairforce #Drones Help #California #Firefighters https://t.co/6ByiZRniL9 https://t.co/8cYPvZFO8R	not_humanitarian	Drones Help California Firefighters	@usairforce #Drones Help #California #Firefighters https://t.co/6ByiZRniL9 https://t.co/8cYPvZFO8R
"It takes being ""Savage"" to ""Nguyen""! Helping our neighbors affected by Harvey á½¡3 https://t.co/KpOSTgSYCX"	rescue_volunteering_or_donation_effort	"It takes being ""Savage"" to ""Nguyen""! Helping our neighbors affected by Harvey ὡ3"	"It takes being ""Savage"" to ""Nguyen""! Helping our neighbors affected by Harvey ὡ3 https://t.co/KpOSTgSYCX"
The scope of Puerto Rico's devastation is captured in newly-shared video https://t.co/VqVcdmbtAk https://t.co/tqLQqFVps7	infrastructure_and_utility_damage	The scope of Puerto Rico's devastation is captured in newly-shared video	The scope of Puerto Rico's devastation is captured in newly-shared video https://t.co/VqVcdmbtAk https://t.co/tqLQqFVps7
Sister got here finally from Puerto Rico https://t.co/EZ82ImtloU	not_humanitarian	Sister got here finally from Puerto Rico	Sister got here finally from Puerto Rico https://t.co/EZ82ImtloU
RT @Emmanuel_Goh: Potential impact of #Hurricane #Harvey on #Insurers and #Reinsurers https://t.co/SIukJgqtKW https://t.co/FhZ7CvvAMp	other_relevant_information	Potential impact of Hurricane Harvey on Insurers and Reinsurers	Potential impact of #Hurricane #Harvey on #Insurers and #Reinsurers https://t.co/SIukJgqtKW https://t.co/FhZ7CvvAMp
@UofR welcomes displaced college students from Puerto Rico, U.S. Virgin Islands https://t.co/urXHYbB2Ea https://t.co/eWloa8TnIF	not_humanitarian	welcomes displaced college students from Puerto Rico, U.S. Virgin Islands	@UofR welcomes displaced college students from Puerto Rico, U.S. Virgin Islands https://t.co/urXHYbB2Ea https://t.co/eWloa8TnIF
RT @CutePetsCHA: Hey! I am Irma. I am an altered female american shorthair. https://t.co/GqKmc84IBz https://t.co/GtPKcEzGOz	not_humanitarian	Hey! I am Irma. I am an altered female american shorthair.	Hey! I am Irma. I am an altered female american shorthair. https://t.co/GqKmc84IBz https://t.co/GtPKcEzGOz
Hurricane Maria remains at 125 mph; Lee forms --&gt; https://t.co/7CsflV3cuI https://t.co/MiPxoY18x3	other_relevant_information	Hurricane Maria remains at 125 mph; Lee forms -->	Hurricane Maria remains at 125 mph; Lee forms --> https://t.co/7CsflV3cuI https://t.co/MiPxoY18x3
Irma retold: Review 13 News-Press front pages that provide a timeline for historic storm https://t.co/Fa9YwayJLI https://t.co/lPcHjh9wqh	other_relevant_information	Irma retold: Review 13 News-Press front pages that provide a timeline for historic storm	Irma retold: Review 13 News-Press front pages that provide a timeline for historic storm https://t.co/Fa9YwayJLI https://t.co/lPcHjh9wqh
Corpus Christi residents react to deadly earthquake in Mexico - https://t.co/vVJecqT1kT https://t.co/pQmCd66guL	other_relevant_information	Corpus Christi residents react to deadly earthquake in Mexico -	Corpus Christi residents react to deadly earthquake in Mexico - https://t.co/vVJecqT1kT https://t.co/pQmCd66guL
Did a few hours of supply sorting. All kinds of food, water, and clothing bound for Harvey shelters down in Houston. https://t.co/fUZxE1fFkF	rescue_volunteering_or_donation_effort	Did a few hours of supply sorting. All kinds of food, water, and clothing bound for Harvey shelters down in Houston.	Did a few hours of supply sorting. All kinds of food, water, and clothing bound for Harvey shelters down in Houston. https://t.co/fUZxE1fFkF
Maria follows Irma with a more northerly projection: https://t.co/dHfbhX29Z8 https://t.co/syxzSJqoHc	other_relevant_information	Maria follows Irma with a more northerly projection:	Maria follows Irma with a more northerly projection: https://t.co/dHfbhX29Z8 https://t.co/syxzSJqoHc
RT @BlancheGarcia: Neon blowout at the @NeueHouse #NYC benefit for Puerto Rico á¼Ÿ5á¼Ÿ7 #puertorico #giveback #helpout https://t.co/2cgEucEp5p	not_humanitarian	Neon blowout at the NYC benefit for Puerto Rico ἟5἟7 puertorico giveback helpout	Neon blowout at the @NeueHouse #NYC benefit for Puerto Rico ἟5἟7 #puertorico #giveback #helpout https://t.co/2cgEucEp5p
We've lost track of how many houses/families @NEHBC teams have helped. So proud of our church. #Harvey https://t.co/wBkKvUt9vw	rescue_volunteering_or_donation_effort	We've lost track of how many houses/families teams have helped. So proud of our church. Harvey	We've lost track of how many houses/families @NEHBC teams have helped. So proud of our church. #Harvey https://t.co/wBkKvUt9vw
â˜ï¸â˜ï¸â˜ï¸Except from this â˜ï¸â˜ï¸â˜ï¸@washingtonpost article shares Jeff Flake voted down relief to Puerto Rico https://t.co/2mT5lcqcfN	not_humanitarian	index_pointing_up index_pointing_up index_pointing_up Except from this index_pointing_up index_pointing_up index_pointing_up article shares Jeff Flake voted down relief to Puerto Rico	☝️☝️☝️Except from this ☝️☝️☝️@washingtonpost article shares Jeff Flake voted down relief to Puerto Rico https://t.co/2mT5lcqcfN
copey is in puerto rico so we had to switch up the group chat a little https://t.co/euFdhKJTD2	not_humanitarian	copey is in puerto rico so we had to switch up the group chat a little	copey is in puerto rico so we had to switch up the group chat a little https://t.co/euFdhKJTD2
RT @codymarshall_: Harvey Gray, local thug https://t.co/mOqTFas1gW	not_humanitarian	Harvey Gray, local thug	Harvey Gray, local thug https://t.co/mOqTFas1gW
Your Hurricane funny for the day is: thanks to Irma, These are now in fashion lol #hurricanehumor #duckshoes #funny https://t.co/BJW0d5UCgt	not_humanitarian	Your Hurricane funny for the day is: thanks to Irma, These are now in fashion lol hurricanehumor duckshoes funny	Your Hurricane funny for the day is: thanks to Irma, These are now in fashion lol #hurricanehumor #duckshoes #funny https://t.co/BJW0d5UCgt
Casa Bacardi Tour Guides Help at Puerto Rico Shelters | Bacardi Limited https://t.co/Bs5JRMVz2p https://t.co/EZD3YOxAOK	rescue_volunteering_or_donation_effort	Casa Bacardi Tour Guides Help at Puerto Rico Shelters | Bacardi Limited	Casa Bacardi Tour Guides Help at Puerto Rico Shelters | Bacardi Limited https://t.co/Bs5JRMVz2p https://t.co/EZD3YOxAOK
United in #Prayer for Iran &amp; Iraq after deadly earthquake. #PrayforIran #PrayforIraq ✝️ https://t.co/xubd3rKjJ1	not_humanitarian	United in Prayer for Iran & Iraq after deadly earthquake. PrayforIran PrayforIraq latin_cross	United in #Prayer for Iran & Iraq after deadly earthquake. #PrayforIran #PrayforIraq ✝️ https://t.co/xubd3rKjJ1
#Kurdish children's situation after the #earthquake In #Iran No tent. No house. https://t.co/ymFgSVTXRi	affected_individuals	Kurdish children's situation after the earthquake In Iran No tent. No house.	#Kurdish children's situation after the #earthquake In #Iran No tent. No house. https://t.co/ymFgSVTXRi
Hurricane Maria path update: NOAA map shows Maria remnants on track towards BRITAIN https://t.co/YUZC5eluSR https://t.co/sjHO1EwnZf	other_relevant_information	Hurricane Maria path update: NOAA map shows Maria remnants on track towards BRITAIN	Hurricane Maria path update: NOAA map shows Maria remnants on track towards BRITAIN https://t.co/YUZC5eluSR https://t.co/sjHO1EwnZf
Forest loss may lead to more hurricanes, scientists warn #NewsAlert #Harvey #Irma #Maria https://t.co/tDrY0ymBFY https://t.co/3INQCRfN3B	other_relevant_information	Forest loss may lead to more hurricanes, scientists warn NewsAlert Harvey Irma Maria	Forest loss may lead to more hurricanes, scientists warn #NewsAlert #Harvey #Irma #Maria https://t.co/tDrY0ymBFY https://t.co/3INQCRfN3B
Loans Not Grants For U.S.V.I., PuertoÂ Rico https://t.co/jMmppfCdBM https://t.co/hPsW0lILul	not_humanitarian	Loans Not Grants For U.S.V.I., Puerto Rico	Loans Not Grants For U.S.V.I., Puerto Rico https://t.co/jMmppfCdBM https://t.co/hPsW0lILul
Enjoyed talking surge today with our @nfum_BristolHQ colleagues - ranging from Cumbria 2015 to Hurricane Irma 2017! https://t.co/Tmbu99jqFs	not_humanitarian	Enjoyed talking surge today with our colleagues - ranging from Cumbria 2015 to Hurricane Irma 2017!	Enjoyed talking surge today with our @nfum_BristolHQ colleagues - ranging from Cumbria 2015 to Hurricane Irma 2017! https://t.co/Tmbu99jqFs
Kids friendly in #PuertoRico #ApartamentosRocamarPuertoRico starting at EUR40.66 https://t.co/XcpmLD9Moc https://t.co/dgmouikCZR	not_humanitarian	Kids friendly in PuertoRico ApartamentosRocamarPuertoRico starting at EUR40.66	Kids friendly in #PuertoRico #ApartamentosRocamarPuertoRico starting at EUR40.66 https://t.co/XcpmLD9Moc https://t.co/dgmouikCZR
#Irma #Jose #Harvey -_- 2? Again? Poor Leeward Islands... :-( https://t.co/EqYdCalFi5	other_relevant_information	Irma Jose Harvey -_- 2? Again? Poor Leeward Islands... :-(	#Irma #Jose #Harvey -_- 2? Again? Poor Leeward Islands... :-( https://t.co/EqYdCalFi5
New York City News Search (Hurricane Maria Latest) New York City News &amp; Search - https://t.co/dzOiWybl9w https://t.co/ia7uc6thzz	other_relevant_information	New York City News Search (Hurricane Maria Latest) New York City News & Search -	New York City News Search (Hurricane Maria Latest) New York City News & Search - https://t.co/dzOiWybl9w https://t.co/ia7uc6thzz
#wu18Nairobi2017 Moraa decries neglect https://t.co/2CzKRhIZpm https://t.co/HdDjrwun3W	not_humanitarian	wu18Nairobi2017 Moraa decries neglect	#wu18Nairobi2017 Moraa decries neglect https://t.co/2CzKRhIZpm https://t.co/HdDjrwun3W
Witness the incredible fury of Hurricane Irma: Storm knocks out Maho Beach Cam | https://t.co/e9ABLVJHHA https://t.co/kQcAAbtepg	other_relevant_information	Witness the incredible fury of Hurricane Irma: Storm knocks out Maho Beach Cam |	Witness the incredible fury of Hurricane Irma: Storm knocks out Maho Beach Cam | https://t.co/e9ABLVJHHA https://t.co/kQcAAbtepg
DMAT OR-2 provides care for some of the most vulnerable patients at a special needs shelter in Naples, FL. #Irma https://t.co/ZSL2OzeqYa	rescue_volunteering_or_donation_effort	DMAT OR-2 provides care for some of the most vulnerable patients at a special needs shelter in Naples, FL. Irma	DMAT OR-2 provides care for some of the most vulnerable patients at a special needs shelter in Naples, FL. #Irma https://t.co/ZSL2OzeqYa
Mexico earthquake: rescuers work into night to save trapped #TISNews Click Link- https://t.co/3F4osUQVUJ https://t.co/XiSUGNPHnT	rescue_volunteering_or_donation_effort	Mexico earthquake: rescuers work into night to save trapped TISNews Click Link-	Mexico earthquake: rescuers work into night to save trapped #TISNews Click Link- https://t.co/3F4osUQVUJ https://t.co/XiSUGNPHnT
#NCAA OKs request by #Houston coach for aid to Harvey victims. Read More: https://t.co/roPenBNd2Q #Sports #News https://t.co/893HxlTNpS	rescue_volunteering_or_donation_effort	NCAA OKs request by Houston coach for aid to Harvey victims. Read More: Sports News	#NCAA OKs request by #Houston coach for aid to Harvey victims. Read More: https://t.co/roPenBNd2Q #Sports #News https://t.co/893HxlTNpS
RT @worldonalert: Photo shows storm surge caused by hurricane #Irma on St. Barts island. https://t.co/eR2AJyHL76	other_relevant_information	Photo shows storm surge caused by hurricane Irma on St. Barts island.	Photo shows storm surge caused by hurricane #Irma on St. Barts island. https://t.co/eR2AJyHL76
In wake of #Harvey &amp; #Irma rebuilding costs spike, jobs get repriced &amp; deliveries stall https://t.co/1xBUJ28eOq https://t.co/iLlKvQsbtW	other_relevant_information	In wake of Harvey & Irma rebuilding costs spike, jobs get repriced & deliveries stall	In wake of #Harvey & #Irma rebuilding costs spike, jobs get repriced & deliveries stall https://t.co/1xBUJ28eOq https://t.co/iLlKvQsbtW
Military Flies Aircraft Into Irma... Makes Chilling Discovery https://t.co/m8etQGnFG5 https://t.co/8gCPvjN8Gj	other_relevant_information	Military Flies Aircraft Into Irma... Makes Chilling Discovery	Military Flies Aircraft Into Irma... Makes Chilling Discovery https://t.co/m8etQGnFG5 https://t.co/8gCPvjN8Gj
Great work @D10Peacock Students. Almost 100 meals to families affected by #Harvey. #weareitasca10 https://t.co/IYa8N1f5rE	rescue_volunteering_or_donation_effort	Great work Students. Almost 100 meals to families affected by Harvey. weareitasca10	Great work @D10Peacock Students. Almost 100 meals to families affected by #Harvey. #weareitasca10 https://t.co/IYa8N1f5rE
Here's the latest ECMWF storm tracks for #Maria and #Lee out to day 5 --&gt;https://t.co/cstgdpxl90 https://t.co/xCsgk4LfCc	other_relevant_information	Here's the latest ECMWF storm tracks for Maria and Lee out to day 5 -->	Here's the latest ECMWF storm tracks for #Maria and #Lee out to day 5 -->https://t.co/cstgdpxl90 https://t.co/xCsgk4LfCc
Farmer Overjoyed Animals Survived From The Weather Channel iPhone App https://t.co/8vgtT2k5Vd https://t.co/OCcTcR22sp	not_humanitarian	Farmer Overjoyed Animals Survived From The Weather Channel iPhone App	Farmer Overjoyed Animals Survived From The Weather Channel iPhone App https://t.co/8vgtT2k5Vd https://t.co/OCcTcR22sp
@USPS This looks Spooky á½„0 Mail delivery in Puerto Rico. Can you do Better than this??? https://t.co/zqtXMA5eFl	not_humanitarian	This looks Spooky ὄ0 Mail delivery in Puerto Rico. Can you do Better than this???	@USPS This looks Spooky ὄ0 Mail delivery in Puerto Rico. Can you do Better than this??? https://t.co/zqtXMA5eFl
